ordem;processo;area;pontuacao_nao_calibrada;resultado_historico;rodada
150;810.457/2021;4538;0.6655624469916261;0;8
151;821.282/2014;1068;0.6643750223648867;0;8
152;848.651/2010;2479;0.6642960519378376;0;8
153;300.747/2019;309;0.663251424475472;0;8
154;820.874/2013;1045;0.6631061360396726;0;8
155;810.587/2020;832;0.6630633268280711;0;8
156;300.678/2018;283;0.6616256996335756;0;8
157;300.321/2018;3852;0.6608341767861656;1;8
158;846.552/2011;3205;0.6600044880815908;0;8
159;803.011/2009;616;0.6595513255083761;0;8
160;861.214/2013;4335;0.6593643553430363;0;8
161;300.775/2017;319;0.6592879229466049;0;8
162;811.764/2015;896;0.6589421993767222;0;8
163;826.064/2019;4546;0.6579611450612904;0;8
164;301.051/2016;2328;0.6577425601512946;0;8
165;860.364/2016;4346;0.6574576265100468;0;8
166;860.635/2020;4457;0.6573101356427039;0;8
167;861.072/2017;1707;0.6571054382947297;0;8
168;803.272/2016;673;0.6567368403235017;0;8
169;810.857/2015;2393;0.6558835344668265;0;8
170;820.836/2002;4920;0.6551647890563753;1;8
171;810.348/2015;806;0.654455129462819;0;8
172;300.612/2018;3870;0.6528713817779481;1;8
173;810.472/2017;4517;0.6526504403837319;0;8
174;800.836/2008;4945;0.6520947876889379;1;8
175;300.684/2009;286;0.6517058564538301;0;8
176;810.477/2009;4381;0.6515350915711079;0;8
177;806.043/2017;738;0.6506623228844401;0;8
178;811.222/2014;4002;0.6499263119106728;0;8
179;800.200/2019;507;0.6498301598077548;0;8
180;810.251/2019;4393;0.6487211325646716;0;8
181;811.261/2013;4003;0.6484555434824291;0;8
182;300.608/2010;2337;0.6482891058065926;1;8
183;810.888/2014;4442;0.6473289553789822;0;8
184;810.984/2015;861;0.6467564488972672;1;8
185;300.830/2017;342;0.6462821164794653;1;8
186;300.187/2016;3839;0.6459320596897808;1;8
187;300.125/2021;134;0.6454605022478277;1;8
188;826.177/2018;1076;0.6450633404772698;1;8
189;300.572/2022;3865;0.6446728447541592;1;8
190;810.669/2014;3967;0.6439599007275727;0;8
191;810.098/2019;4328;0.6438669757352506;0;8
192;810.291/2014;801;0.6434666282527105;0;8
193;300.802/2017;331;0.6434491982952818;0;8
